date,unit,Te,WP #,Model #,light type,site
7/1/15 11:01,C,36.5,163,44,shade,9 W SPS
7/1/15 11:16,C,35.5,163,44,shade,9 W SPS
7/1/15 11:31,C,36.5,163,44,shade,9 W SPS
7/1/15 11:46,C,40.5,163,44,shade,9 W SPS
7/1/15 12:01,C,34.5,163,44,shade,9 W SPS
7/1/15 12:16,C,24.5,163,44,shade,9 W SPS
7/1/15 12:31,C,24.5,163,44,shade,9 W SPS
7/1/15 12:46,C,25,163,44,shade,9 W SPS
7/1/15 13:01,C,26,163,44,shade,9 W SPS
6/30/15 8:13,C,26.5,148,42,shade,38 SPS
6/30/15 8:28,C,25,148,42,shade,38 SPS
6/30/15 8:43,C,26.5,148,42,shade,38 SPS
6/30/15 8:58,C,28.5,148,42,shade,38 SPS
6/30/15 9:13,C,30,148,42,shade,38 SPS
6/30/15 9:28,C,30.5,148,42,shade,38 SPS
6/30/15 9:43,C,32,148,42,shade,38 SPS
6/30/15 9:58,C,33,148,42,shade,38 SPS
6/30/15 10:13,C,35.5,148,42,shade,38 SPS
6/30/15 10:28,C,37,148,42,shade,38 SPS
6/30/15 10:43,C,35.5,148,42,shade,38 SPS
6/30/15 10:58,C,39,148,42,shade,38 SPS
6/30/15 11:13,C,40,148,42,shade,38 SPS
6/30/15 11:28,C,40.5,148,42,shade,38 SPS
6/30/15 11:43,C,41.5,148,42,shade,38 SPS
6/30/15 11:58,C,41,148,42,shade,38 SPS
6/30/15 12:13,C,40,148,42,shade,38 SPS
6/30/15 12:28,C,41,148,42,shade,38 SPS
6/30/15 12:43,C,40.5,148,42,shade,38 SPS
6/30/15 12:58,C,41.5,148,42,shade,38 SPS
7/1/15 7:58,C,23.5,162,42,sun,9 W SPS
7/1/15 8:13,C,25.5,162,42,sun,9 W SPS
7/1/15 8:28,C,29,162,42,sun,9 W SPS
7/1/15 8:43,C,31,162,42,sun,9 W SPS
7/1/15 8:58,C,34.5,162,42,sun,9 W SPS
7/1/15 9:13,C,36.5,162,42,sun,9 W SPS
7/1/15 9:28,C,38.5,162,42,sun,9 W SPS
7/1/15 9:43,C,39.5,162,42,sun,9 W SPS
7/1/15 9:58,C,41,162,42,sun,9 W SPS
7/1/15 10:13,C,39,162,42,sun,9 W SPS
7/1/15 10:28,C,42.5,162,42,sun,9 W SPS
7/1/15 10:43,C,44.5,162,42,sun,9 W SPS
7/1/15 10:58,C,46,162,42,sun,9 W SPS
7/1/15 11:13,C,41,162,42,sun,9 W SPS
7/1/15 11:28,C,44.5,162,42,sun,9 W SPS
7/1/15 11:43,C,47,162,42,sun,9 W SPS
7/1/15 11:58,C,37.5,162,42,sun,9 W SPS
7/1/15 12:13,C,25.5,162,42,sun,9 W SPS
7/1/15 12:28,C,26,162,42,sun,9 W SPS
7/1/15 12:43,C,27,162,42,sun,9 W SPS
7/1/15 12:58,C,28.5,162,42,sun,9 W SPS
6/30/15 8:02,C,25.5,146,15,sun,38 SPS
6/30/15 8:17,C,25,146,15,sun,38 SPS
6/30/15 8:32,C,25,146,15,sun,38 SPS
6/30/15 8:47,C,28.5,146,15,sun,38 SPS
6/30/15 9:02,C,33.5,146,15,sun,38 SPS
6/30/15 9:17,C,35,146,15,sun,38 SPS
6/30/15 9:32,C,37.5,146,15,sun,38 SPS
6/30/15 9:47,C,37.5,146,15,sun,38 SPS
6/30/15 10:02,C,39.5,146,15,sun,38 SPS
6/30/15 10:17,C,41.5,146,15,sun,38 SPS
6/30/15 10:32,C,42.5,146,15,sun,38 SPS
6/30/15 10:47,C,40,146,15,sun,38 SPS
6/30/15 11:02,C,45.5,146,15,sun,38 SPS
6/30/15 11:17,C,46.5,146,15,sun,38 SPS
6/30/15 11:32,C,46,146,15,sun,38 SPS
6/30/15 11:47,C,48,146,15,sun,38 SPS
6/30/15 12:02,C,48.5,146,15,sun,38 SPS
6/30/15 12:17,C,47,146,15,sun,38 SPS
6/30/15 12:32,C,50,146,15,sun,38 SPS
6/30/15 12:47,C,51,146,15,sun,38 SPS
6/30/15 13:02,C,54,146,15,sun,38 SPS
7/1/15 8:02,C,23.5,162,15,mix,9 W SPS
7/1/15 8:17,C,24.5,162,15,mix,9 W SPS
7/1/15 8:32,C,25.5,162,15,mix,9 W SPS
7/1/15 8:47,C,26,162,15,mix,9 W SPS
7/1/15 9:02,C,27,162,15,mix,9 W SPS
7/1/15 9:17,C,28,162,15,mix,9 W SPS
7/1/15 9:32,C,29.5,162,15,mix,9 W SPS
7/1/15 9:47,C,29.5,162,15,mix,9 W SPS
7/1/15 10:02,C,30,162,15,mix,9 W SPS
7/1/15 10:17,C,31,162,15,mix,9 W SPS
7/1/15 10:32,C,31.5,162,15,mix,9 W SPS
7/1/15 10:47,C,32.5,162,15,mix,9 W SPS
7/1/15 11:02,C,32.5,162,15,mix,9 W SPS
7/1/15 11:17,C,32,162,15,mix,9 W SPS
7/1/15 11:32,C,32,162,15,mix,9 W SPS
7/1/15 11:47,C,35,162,15,mix,9 W SPS
7/1/15 12:02,C,30,162,15,mix,9 W SPS
7/1/15 12:17,C,24,162,15,mix,9 W SPS
7/1/15 12:32,C,24,162,15,mix,9 W SPS
7/1/15 12:47,C,25,162,15,mix,9 W SPS
7/1/15 13:02,C,26,162,15,mix,9 W SPS
6/30/15 8:16,C,26,148,45,random,38 SPS
6/30/15 8:31,C,25,148,45,random,38 SPS
6/30/15 8:46,C,26.5,148,45,random,38 SPS
6/30/15 9:01,C,28,148,45,random,38 SPS
6/30/15 9:16,C,28.5,148,45,random,38 SPS
6/30/15 9:31,C,29.5,148,45,random,38 SPS
6/30/15 9:46,C,30,148,45,random,38 SPS
6/30/15 10:01,C,30.5,148,45,random,38 SPS
6/30/15 10:16,C,32,148,45,random,38 SPS
6/30/15 10:31,C,32,148,45,random,38 SPS
6/30/15 10:46,C,31.5,148,45,random,38 SPS
6/30/15 11:01,C,35,148,45,random,38 SPS
6/30/15 11:16,C,36,148,45,random,38 SPS
6/30/15 11:31,C,34.5,148,45,random,38 SPS
6/30/15 11:46,C,34.5,148,45,random,38 SPS
6/30/15 12:01,C,35,148,45,random,38 SPS
6/30/15 12:16,C,35,148,45,random,38 SPS
6/30/15 12:31,C,36,148,45,random,38 SPS
6/30/15 12:46,C,36,148,45,random,38 SPS
6/30/15 13:01,C,37,148,45,random,38 SPS
7/1/15 8:01,C,24.5,163,45,sun,9 W SPS
7/1/15 8:16,C,27.5,163,45,sun,9 W SPS
7/1/15 8:31,C,29.5,163,45,sun,9 W SPS
7/1/15 8:46,C,31.5,163,45,sun,9 W SPS
7/1/15 9:01,C,33.5,163,45,sun,9 W SPS
7/1/15 9:16,C,35.5,163,45,sun,9 W SPS
7/1/15 9:31,C,37,163,45,sun,9 W SPS
7/1/15 9:46,C,37.5,163,45,sun,9 W SPS
7/1/15 10:01,C,39.5,163,45,sun,9 W SPS
7/1/15 10:16,C,39,163,45,sun,9 W SPS
7/1/15 10:31,C,41,163,45,sun,9 W SPS
7/1/15 10:46,C,42.5,163,45,sun,9 W SPS
7/1/15 11:01,C,42,163,45,sun,9 W SPS
7/1/15 11:16,C,39.5,163,45,sun,9 W SPS
7/1/15 11:31,C,39.5,163,45,sun,9 W SPS
7/1/15 11:46,C,44.5,163,45,sun,9 W SPS
7/1/15 12:01,C,34.5,163,45,sun,9 W SPS
7/1/15 12:16,C,26.5,163,45,sun,9 W SPS
7/1/15 12:31,C,26.5,163,45,sun,9 W SPS
7/1/15 12:46,C,27,163,45,sun,9 W SPS
7/1/15 13:01,C,28.5,163,45,sun,9 W SPS
6/30/15 8:01,C,27,147,26,sun,38 SPS
6/30/15 8:16,C,26,147,26,sun,38 SPS
6/30/15 8:31,C,25,147,26,sun,38 SPS
6/30/15 8:46,C,31,147,26,sun,38 SPS
6/30/15 9:01,C,30.5,147,26,sun,38 SPS
6/30/15 9:16,C,35.5,147,26,sun,38 SPS
6/30/15 9:31,C,38,147,26,sun,38 SPS
6/30/15 9:46,C,38,147,26,sun,38 SPS
6/30/15 10:01,C,39.5,147,26,sun,38 SPS
6/30/15 10:16,C,42,147,26,sun,38 SPS
6/30/15 10:31,C,42,147,26,sun,38 SPS
6/30/15 10:46,C,39.5,147,26,sun,38 SPS
6/30/15 11:01,C,45.5,147,26,sun,38 SPS
6/30/15 11:16,C,45.5,147,26,sun,38 SPS
6/30/15 11:31,C,44.5,147,26,sun,38 SPS
6/30/15 11:46,C,46.5,147,26,sun,38 SPS
6/30/15 12:01,C,47,147,26,sun,38 SPS
6/30/15 12:16,C,46.5,147,26,sun,38 SPS
6/30/15 12:31,C,49.5,147,26,sun,38 SPS
6/30/15 12:46,C,48.5,147,26,sun,38 SPS
6/30/15 13:01,C,50.5,147,26,sun,38 SPS
7/1/15 8:01,C,25,165,26,shade,9 W SPS
7/1/15 8:16,C,27,165,26,shade,9 W SPS
7/1/15 8:31,C,29,165,26,shade,9 W SPS
7/1/15 8:46,C,31,165,26,shade,9 W SPS
7/1/15 9:01,C,33,165,26,shade,9 W SPS
7/1/15 9:16,C,35,165,26,shade,9 W SPS
7/1/15 9:31,C,36,165,26,shade,9 W SPS
7/1/15 9:46,C,37,165,26,shade,9 W SPS
7/1/15 10:01,C,37.5,165,26,shade,9 W SPS
7/1/15 10:16,C,37.5,165,26,shade,9 W SPS
7/1/15 10:31,C,38.5,165,26,shade,9 W SPS
7/1/15 10:46,C,39,165,26,shade,9 W SPS
7/1/15 11:01,C,39,165,26,shade,9 W SPS
7/1/15 11:16,C,37.5,165,26,shade,9 W SPS
7/1/15 11:31,C,37.5,165,26,shade,9 W SPS
7/1/15 11:46,C,37.5,165,26,shade,9 W SPS
7/1/15 12:01,C,34.5,165,26,shade,9 W SPS
7/1/15 12:16,C,26.5,165,26,shade,9 W SPS
7/1/15 12:31,C,26.5,165,26,shade,9 W SPS
7/1/15 12:46,C,27,165,26,shade,9 W SPS
7/1/15 13:01,C,27,165,26,shade,9 W SPS
6/30/15 8:01,C,25,146,11,shade,38 SPS
6/30/15 8:16,C,24.5,146,11,shade,38 SPS
6/30/15 8:31,C,24.5,146,11,shade,38 SPS
6/30/15 8:46,C,25.5,146,11,shade,38 SPS
6/30/15 9:01,C,26.5,146,11,shade,38 SPS
6/30/15 9:16,C,27,146,11,shade,38 SPS
6/30/15 9:31,C,28,146,11,shade,38 SPS
6/30/15 9:46,C,28.5,146,11,shade,38 SPS
6/30/15 10:01,C,29,146,11,shade,38 SPS
6/30/15 10:16,C,31,146,11,shade,38 SPS
6/30/15 10:31,C,31,146,11,shade,38 SPS
6/30/15 10:46,C,30.5,146,11,shade,38 SPS
6/30/15 11:01,C,32,146,11,shade,38 SPS
6/30/15 11:16,C,33.5,146,11,shade,38 SPS
6/30/15 11:31,C,33.5,146,11,shade,38 SPS
6/30/15 11:46,C,33.5,146,11,shade,38 SPS
6/30/15 12:01,C,34,146,11,shade,38 SPS
6/30/15 12:16,C,34,146,11,shade,38 SPS
6/30/15 12:31,C,35.5,146,11,shade,38 SPS
6/30/15 12:46,C,36,146,11,shade,38 SPS
6/30/15 13:01,C,36.5,146,11,shade,38 SPS
7/1/15 8:01,C,24,162,11,shade,9 W SPS
7/1/15 8:16,C,25,162,11,shade,9 W SPS
7/1/15 8:31,C,25.5,162,11,shade,9 W SPS
7/1/15 8:46,C,26.5,162,11,shade,9 W SPS
7/1/15 9:01,C,28,162,11,shade,9 W SPS
7/1/15 9:16,C,30,162,11,shade,9 W SPS
7/1/15 9:31,C,30,162,11,shade,9 W SPS
7/1/15 9:46,C,30,162,11,shade,9 W SPS
7/1/15 10:01,C,31.5,162,11,shade,9 W SPS
7/1/15 10:16,C,30.5,162,11,shade,9 W SPS
7/1/15 10:31,C,31,162,11,shade,9 W SPS
7/1/15 10:46,C,32.5,162,11,shade,9 W SPS
7/1/15 11:01,C,33,162,11,shade,9 W SPS
7/1/15 11:16,C,31.5,162,11,shade,9 W SPS
7/1/15 11:31,C,32,162,11,shade,9 W SPS
7/1/15 11:46,C,34.5,162,11,shade,9 W SPS
7/1/15 12:01,C,29.5,162,11,shade,9 W SPS
7/1/15 12:16,C,24,162,11,shade,9 W SPS
7/1/15 12:31,C,24,162,11,shade,9 W SPS
7/1/15 12:46,C,24.5,162,11,shade,9 W SPS
7/1/15 13:01,C,25.5,162,11,shade,9 W SPS
6/30/15 8:01,C,25,145,17,sun,38 SPS
6/30/15 8:16,C,25,145,17,sun,38 SPS
6/30/15 8:31,C,24.5,145,17,sun,38 SPS
6/30/15 8:46,C,28.5,145,17,sun,38 SPS
6/30/15 9:01,C,34,145,17,sun,38 SPS
6/30/15 9:16,C,35.5,145,17,sun,38 SPS
6/30/15 9:31,C,37.5,145,17,sun,38 SPS
6/30/15 9:46,C,37.5,145,17,sun,38 SPS
6/30/15 10:01,C,39,145,17,sun,38 SPS
6/30/15 10:16,C,41,145,17,sun,38 SPS
6/30/15 10:31,C,41.5,145,17,sun,38 SPS
6/30/15 10:46,C,39,145,17,sun,38 SPS
6/30/15 11:01,C,44,145,17,sun,38 SPS
6/30/15 11:16,C,44,145,17,sun,38 SPS
6/30/15 11:31,C,44,145,17,sun,38 SPS
6/30/15 11:46,C,45,145,17,sun,38 SPS
6/30/15 12:01,C,45.5,145,17,sun,38 SPS
6/30/15 12:16,C,45,145,17,sun,38 SPS
6/30/15 12:31,C,48,145,17,sun,38 SPS
6/30/15 12:46,C,46,145,17,sun,38 SPS
6/30/15 13:01,C,49,145,17,sun,38 SPS
7/1/15 8:01,C,23.5,165,17,sun,9 W SPS
7/1/15 8:16,C,24.5,165,17,sun,9 W SPS
7/1/15 8:31,C,25.5,165,17,sun,9 W SPS
7/1/15 8:46,C,26.5,165,17,sun,9 W SPS
7/1/15 9:01,C,31.5,165,17,sun,9 W SPS
7/1/15 9:16,C,34.5,165,17,sun,9 W SPS
7/1/15 9:31,C,37.5,165,17,sun,9 W SPS
7/1/15 9:46,C,39,165,17,sun,9 W SPS
7/1/15 10:01,C,40.5,165,17,sun,9 W SPS
7/1/15 10:16,C,41.5,165,17,sun,9 W SPS
7/1/15 10:31,C,43,165,17,sun,9 W SPS
7/1/15 10:46,C,44.5,165,17,sun,9 W SPS
7/1/15 11:01,C,44.5,165,17,sun,9 W SPS
7/1/15 11:16,C,41.5,165,17,sun,9 W SPS
7/1/15 11:31,C,42,165,17,sun,9 W SPS
7/1/15 11:46,C,44.5,165,17,sun,9 W SPS
7/1/15 12:01,C,35.5,165,17,sun,9 W SPS
7/1/15 12:16,C,27,165,17,sun,9 W SPS
7/1/15 12:31,C,27,165,17,sun,9 W SPS
7/1/15 12:46,C,28,165,17,sun,9 W SPS
7/1/15 13:01,C,29,165,17,sun,9 W SPS
6/30/15 8:07,C,24.5,146,38,mix,38 SPS
6/30/15 8:22,C,24,146,38,mix,38 SPS
6/30/15 8:37,C,24.5,146,38,mix,38 SPS
6/30/15 8:52,C,25.5,146,38,mix,38 SPS
6/30/15 9:07,C,26.5,146,38,mix,38 SPS
6/30/15 9:22,C,27,146,38,mix,38 SPS
6/30/15 9:37,C,28.5,146,38,mix,38 SPS
6/30/15 9:52,C,29,146,38,mix,38 SPS
6/30/15 10:07,C,30,146,38,mix,38 SPS
6/30/15 10:22,C,31,146,38,mix,38 SPS
6/30/15 10:37,C,31.5,146,38,mix,38 SPS
6/30/15 10:52,C,32.5,146,38,mix,38 SPS
6/30/15 11:07,C,34.5,146,38,mix,38 SPS
6/30/15 11:22,C,38,146,38,mix,38 SPS
6/30/15 11:37,C,41.5,146,38,mix,38 SPS
6/30/15 11:52,C,43.5,146,38,mix,38 SPS
6/30/15 12:07,C,41.5,146,38,mix,38 SPS
6/30/15 12:22,C,43,146,38,mix,38 SPS
6/30/15 12:37,C,41.5,146,38,mix,38 SPS
6/30/15 12:52,C,43,146,38,mix,38 SPS
6/30/15 13:07,C,46,146,38,mix,38 SPS
7/1/15 8:07,C,25,164,38,sun,9 W SPS
7/1/15 8:22,C,28.5,164,38,sun,9 W SPS
7/1/15 8:37,C,31.5,164,38,sun,9 W SPS
7/1/15 8:52,C,34.5,164,38,sun,9 W SPS
7/1/15 9:07,C,36.5,164,38,sun,9 W SPS
7/1/15 9:22,C,38.5,164,38,sun,9 W SPS
7/1/15 9:37,C,39.5,164,38,sun,9 W SPS
7/1/15 9:52,C,40.5,164,38,sun,9 W SPS
7/1/15 10:07,C,40.5,164,38,sun,9 W SPS
7/1/15 10:22,C,42.5,164,38,sun,9 W SPS
7/1/15 10:37,C,44,164,38,sun,9 W SPS
7/1/15 10:52,C,46.5,164,38,sun,9 W SPS
7/1/15 11:07,C,46,164,38,sun,9 W SPS
7/1/15 11:22,C,44.5,164,38,sun,9 W SPS
7/1/15 11:37,C,45.5,164,38,sun,9 W SPS
7/1/15 11:52,C,46,164,38,sun,9 W SPS
7/1/15 12:07,C,28,164,38,sun,9 W SPS
7/1/15 12:22,C,26.5,164,38,sun,9 W SPS
7/1/15 12:37,C,27,164,38,sun,9 W SPS
7/1/15 12:52,C,28,164,38,sun,9 W SPS
7/1/15 13:07,C,29.5,164,38,sun,9 W SPS
6/30/15 8:01,C,25.5,146,50,random,38 SPS
6/30/15 8:16,C,24.5,146,50,random,38 SPS
6/30/15 8:31,C,24.5,146,50,random,38 SPS
6/30/15 8:46,C,25.5,146,50,random,38 SPS
6/30/15 9:01,C,27,146,50,random,38 SPS
6/30/15 9:16,C,27.5,146,50,random,38 SPS
6/30/15 9:31,C,30,146,50,random,38 SPS
6/30/15 9:46,C,31.5,146,50,random,38 SPS
6/30/15 10:01,C,34,146,50,random,38 SPS
6/30/15 10:16,C,34.5,146,50,random,38 SPS
6/30/15 10:31,C,34,146,50,random,38 SPS
6/30/15 10:46,C,33.5,146,50,random,38 SPS
6/30/15 11:01,C,38,146,50,random,38 SPS
6/30/15 11:16,C,36,146,50,random,38 SPS
6/30/15 11:31,C,36,146,50,random,38 SPS
6/30/15 11:46,C,37,146,50,random,38 SPS
6/30/15 12:01,C,38,146,50,random,38 SPS
6/30/15 12:16,C,39.5,146,50,random,38 SPS
6/30/15 12:31,C,45,146,50,random,38 SPS
6/30/15 12:46,C,47.5,146,50,random,38 SPS
6/30/15 13:01,C,50.5,146,50,random,38 SPS
7/1/15 8:01,C,24.5,165,50,random,9 W SPS
7/1/15 8:16,C,26.5,165,50,random,9 W SPS
7/1/15 8:31,C,30,165,50,random,9 W SPS
7/1/15 8:46,C,33,165,50,random,9 W SPS
7/1/15 9:01,C,36,165,50,random,9 W SPS
7/1/15 9:16,C,38,165,50,random,9 W SPS
7/1/15 9:31,C,40.5,165,50,random,9 W SPS
7/1/15 9:46,C,41.5,165,50,random,9 W SPS
7/1/15 10:01,C,43.5,165,50,random,9 W SPS
7/1/15 10:16,C,44,165,50,random,9 W SPS
7/1/15 10:31,C,46,165,50,random,9 W SPS
7/1/15 10:46,C,47.5,165,50,random,9 W SPS
7/1/15 11:01,C,47,165,50,random,9 W SPS
7/1/15 11:16,C,43,165,50,random,9 W SPS
7/1/15 11:31,C,44,165,50,random,9 W SPS
7/1/15 11:46,C,47.5,165,50,random,9 W SPS
7/1/15 12:01,C,36.5,165,50,random,9 W SPS
7/1/15 12:16,C,26.5,165,50,random,9 W SPS
7/1/15 12:31,C,26,165,50,random,9 W SPS
7/1/15 12:46,C,27.5,165,50,random,9 W SPS
7/1/15 13:01,C,29,165,50,random,9 W SPS
6/30/15 8:17,C,26,148,13,mix,38 SPS
6/30/15 8:32,C,25.5,148,13,mix,38 SPS
6/30/15 8:47,C,28.5,148,13,mix,38 SPS
6/30/15 9:02,C,31,148,13,mix,38 SPS
6/30/15 9:17,C,32,148,13,mix,38 SPS
6/30/15 9:32,C,33.5,148,13,mix,38 SPS
6/30/15 9:47,C,34,148,13,mix,38 SPS
6/30/15 10:02,C,35,148,13,mix,38 SPS
6/30/15 10:17,C,36,148,13,mix,38 SPS
6/30/15 10:32,C,36.5,148,13,mix,38 SPS
6/30/15 10:47,C,35,148,13,mix,38 SPS
6/30/15 11:02,C,37.5,148,13,mix,38 SPS
6/30/15 11:17,C,38,148,13,mix,38 SPS
6/30/15 11:32,C,37,148,13,mix,38 SPS
6/30/15 11:47,C,38,148,13,mix,38 SPS
6/30/15 12:02,C,39,148,13,mix,38 SPS
6/30/15 12:17,C,39,148,13,mix,38 SPS
6/30/15 12:32,C,41,148,13,mix,38 SPS
6/30/15 12:47,C,43,148,13,mix,38 SPS
6/30/15 13:02,C,42.5,148,13,mix,38 SPS
7/1/15 8:02,C,24.5,164,13,random,9 W SPS
7/1/15 8:17,C,25.5,164,13,random,9 W SPS
7/1/15 8:32,C,26,164,13,random,9 W SPS
7/1/15 8:47,C,27.5,164,13,random,9 W SPS
7/1/15 9:02,C,28.5,164,13,random,9 W SPS
7/1/15 9:17,C,28.5,164,13,random,9 W SPS
7/1/15 9:32,C,30.5,164,13,random,9 W SPS
7/1/15 9:47,C,33,164,13,random,9 W SPS
7/1/15 10:02,C,35,164,13,random,9 W SPS
7/1/15 10:17,C,36.5,164,13,random,9 W SPS
7/1/15 10:32,C,35.5,164,13,random,9 W SPS
7/1/15 10:47,C,38.5,164,13,random,9 W SPS
7/1/15 11:02,C,34.5,164,13,random,9 W SPS
7/1/15 11:17,C,33,164,13,random,9 W SPS
7/1/15 11:32,C,33,164,13,random,9 W SPS
7/1/15 11:47,C,36,164,13,random,9 W SPS
7/1/15 12:02,C,30,164,13,random,9 W SPS
7/1/15 12:17,C,24,164,13,random,9 W SPS
7/1/15 12:32,C,24.5,164,13,random,9 W SPS
7/1/15 12:47,C,26,164,13,random,9 W SPS
7/1/15 13:02,C,27,164,13,random,9 W SPS
6/30/15 8:01,C,25,142,10,random,Kerr LLP
6/30/15 8:16,C,25,142,10,random,Kerr LLP
6/30/15 8:31,C,25.5,142,10,random,Kerr LLP
6/30/15 8:46,C,26,142,10,random,Kerr LLP
6/30/15 9:01,C,27,142,10,random,Kerr LLP
6/30/15 9:16,C,28,142,10,random,Kerr LLP
6/30/15 9:31,C,30.5,142,10,random,Kerr LLP
6/30/15 9:46,C,31,142,10,random,Kerr LLP
6/30/15 10:01,C,35,142,10,random,Kerr LLP
6/30/15 10:16,C,36,142,10,random,Kerr LLP
6/30/15 10:31,C,36.5,142,10,random,Kerr LLP
6/30/15 10:46,C,40.5,142,10,random,Kerr LLP
6/30/15 11:01,C,40.5,142,10,random,Kerr LLP
6/30/15 11:16,C,43.5,142,10,random,Kerr LLP
6/30/15 11:31,C,46.5,142,10,random,Kerr LLP
6/30/15 11:46,C,45.5,142,10,random,Kerr LLP
6/30/15 12:01,C,42.5,142,10,random,Kerr LLP
6/30/15 12:16,C,45.5,142,10,random,Kerr LLP
6/30/15 12:31,C,49.5,142,10,random,Kerr LLP
6/30/15 12:46,C,41,142,10,random,Kerr LLP
6/30/15 13:01,C,42.5,142,10,random,Kerr LLP
7/1/15 8:01,C,23.5,158,40,mix,OHV LLP
7/1/15 8:16,C,24.5,158,40,mix,OHV LLP
7/1/15 8:31,C,26,158,40,mix,OHV LLP
7/1/15 8:46,C,27,158,40,mix,OHV LLP
7/1/15 9:01,C,27.5,158,40,mix,OHV LLP
7/1/15 9:16,C,28,158,40,mix,OHV LLP
7/1/15 9:31,C,28,158,40,mix,OHV LLP
7/1/15 9:46,C,28.5,158,40,mix,OHV LLP
7/1/15 10:01,C,29,158,40,mix,OHV LLP
7/1/15 10:16,C,29.5,158,40,mix,OHV LLP
7/1/15 10:31,C,30,158,40,mix,OHV LLP
7/1/15 10:46,C,30.5,158,40,mix,OHV LLP
7/1/15 11:01,C,31,158,40,mix,OHV LLP
7/1/15 11:16,C,32,158,40,mix,OHV LLP
7/1/15 11:31,C,33,158,40,mix,OHV LLP
7/1/15 11:46,C,32,158,40,mix,OHV LLP
7/1/15 12:01,C,32,158,40,mix,OHV LLP
7/1/15 12:16,C,33,158,40,mix,OHV LLP
7/1/15 12:31,C,35,158,40,mix,OHV LLP
7/1/15 12:46,C,31,158,40,mix,OHV LLP
7/1/15 13:01,C,30,158,40,mix,OHV LLP
6/30/15 8:01,C,26,147,28,mix,38 SPS
6/30/15 8:16,C,24.5,147,28,mix,38 SPS
6/30/15 8:31,C,24.5,147,28,mix,38 SPS
6/30/15 8:46,C,26,147,28,mix,38 SPS
6/30/15 9:01,C,27.5,147,28,mix,38 SPS
6/30/15 9:16,C,28,147,28,mix,38 SPS
6/30/15 9:31,C,29.5,147,28,mix,38 SPS
6/30/15 9:46,C,30.5,147,28,mix,38 SPS
6/30/15 10:01,C,32.5,147,28,mix,38 SPS
6/30/15 10:16,C,34.5,147,28,mix,38 SPS
6/30/15 10:31,C,35.5,147,28,mix,38 SPS
6/30/15 10:46,C,34.5,147,28,mix,38 SPS
6/30/15 11:01,C,39,147,28,mix,38 SPS
6/30/15 11:16,C,40,147,28,mix,38 SPS
6/30/15 11:31,C,41,147,28,mix,38 SPS
6/30/15 11:46,C,44,147,28,mix,38 SPS
6/30/15 12:01,C,44.5,147,28,mix,38 SPS
6/30/15 12:16,C,45.5,147,28,mix,38 SPS
6/30/15 12:31,C,49,147,28,mix,38 SPS
6/30/15 12:46,C,48.5,147,28,mix,38 SPS
6/30/15 13:01,C,51,147,28,mix,38 SPS
7/1/15 8:01,C,25,163,28,mix,9 W SPS
7/1/15 8:16,C,26.5,163,28,mix,9 W SPS
7/1/15 8:31,C,28.5,163,28,mix,9 W SPS
7/1/15 8:46,C,30,163,28,mix,9 W SPS
7/1/15 9:01,C,32,163,28,mix,9 W SPS
7/1/15 9:16,C,33,163,28,mix,9 W SPS
7/1/15 9:31,C,35,163,28,mix,9 W SPS
7/1/15 9:46,C,35,163,28,mix,9 W SPS
7/1/15 10:01,C,35,163,28,mix,9 W SPS
7/1/15 10:16,C,35.5,163,28,mix,9 W SPS
7/1/15 10:31,C,37,163,28,mix,9 W SPS
7/1/15 10:46,C,40.5,163,28,mix,9 W SPS
7/1/15 11:01,C,37.5,163,28,mix,9 W SPS
7/1/15 11:16,C,36.5,163,28,mix,9 W SPS
7/1/15 11:31,C,36.5,163,28,mix,9 W SPS
7/1/15 11:46,C,45,163,28,mix,9 W SPS
7/1/15 12:01,C,32.5,163,28,mix,9 W SPS
7/1/15 12:16,C,24.5,163,28,mix,9 W SPS
7/1/15 12:31,C,24.5,163,28,mix,9 W SPS
7/1/15 12:46,C,25.5,163,28,mix,9 W SPS
7/1/15 13:01,C,26.5,163,28,mix,9 W SPS
6/30/15 8:01,C,25,145,52,shade,38 SPS
6/30/15 8:16,C,24.5,145,52,shade,38 SPS
6/30/15 8:31,C,24.5,145,52,shade,38 SPS
6/30/15 8:46,C,25.5,145,52,shade,38 SPS
6/30/15 9:01,C,27,145,52,shade,38 SPS
6/30/15 9:16,C,28.5,145,52,shade,38 SPS
6/30/15 9:31,C,29.5,145,52,shade,38 SPS
6/30/15 9:46,C,29,145,52,shade,38 SPS
6/30/15 10:01,C,29.5,145,52,shade,38 SPS
6/30/15 10:16,C,30.5,145,52,shade,38 SPS
6/30/15 10:31,C,31,145,52,shade,38 SPS
6/30/15 10:46,C,30.5,145,52,shade,38 SPS
6/30/15 11:01,C,31.5,145,52,shade,38 SPS
6/30/15 11:16,C,32,145,52,shade,38 SPS
6/30/15 11:31,C,32.5,145,52,shade,38 SPS
6/30/15 11:46,C,32.5,145,52,shade,38 SPS
6/30/15 12:01,C,33,145,52,shade,38 SPS
6/30/15 12:16,C,33.5,145,52,shade,38 SPS
6/30/15 12:31,C,35.5,145,52,shade,38 SPS
6/30/15 12:46,C,34,145,52,shade,38 SPS
6/30/15 13:01,C,35.5,145,52,shade,38 SPS
7/1/15 8:01,C,30,164,52,mix,9 W SPS
7/1/15 8:16,C,34,164,52,mix,9 W SPS
7/1/15 8:31,C,37,164,52,mix,9 W SPS
